Title,Date,Link,Author,Views
Де і як можуть вручити повістки за новим законом – пояснює юрист,12:32,https://life.pravda.com.ua/society/zmini-u-vruchenni-povistok-de-i-hto-mozhe-vidati-u-2024-roci-301582/,,
Рада Європи ухвалила першу конвенцію щодо штучного інтелекту,12:19,https://www.eurointegration.com.ua/news/2024/05/17/7186177/,Марія Ємець,
фотоГоловнокомандувач прогнозує важкі бої на Харківщині: Ворог готується,12:18,/news/2024/05/17/7456235/,,
Україна запустила спільний митний та прикордонний контроль на пункті пропуску в Рені,12:12,https://www.epravda.com.ua/news/2024/05/17/713817/,Анастасія Дячкіна,2497 переглядів
"Сирський перевірив бойові частини на Сумщині, де очікується наступ РФ",12:07,/news/2024/05/17/7456232/,,
Україна в окремі години вийшла на фізичний максимум в імпорті електрики,12:00,https://www.epravda.com.ua/news/2024/05/17/713814/,Артур Крижний,5367 переглядів
фотоСирський: Росіяни на Харківщині розширили зону бойових дій на 70 км,11:56,/news/2024/05/17/7456230/,,
"В Міноборони кажуть, що е-кабінет для військовозобовʼязаних має запрацювати з 18 травня",11:46,/news/2024/05/17/7456229/,,
Після обурення студентів: МОЗ ухвалило зміни до правил вступу на інтернатуру,11:39,https://life.pravda.com.ua/society/yak-vidbuvatimetsya-rozpodil-interniv-za-specialnostyami-ta-hto-zmozhe-vid-nogo-vidmovitisya-301583/,,
"Mastercard запускає сервіс ""Гнучка оплата"" для комбінованих розрахунків за покупки",11:38,https://www.epravda.com.ua/news/2024/05/17/713812/,Анастасія Дячкіна,2227 переглядів
"Зеленський щодо ""перемир'я"" під час Олімпіади: Звучить, як нежива історія",11:23,/news/2024/05/17/7456226/,,
Правоохоронці затримали вугільного бізнесмена Кропачова – джерела,11:19,https://www.epravda.com.ua/news/2024/05/17/713813/,Економічна правда,21240 переглядів
Президент Словаччини говорив Фіцо: Він пам'ятає момент замаху,11:12,/news/2024/05/17/7456224/,,
"Бокс""З цим звуком прокидається моя країна"". Берінчик увімкнув сирену на пресконференції з Наваррете",11:08,https://champion.com.ua/ukr/boxing/berinchik-privernuv-uvagu-do-viyni-v-ukrajini-pered-boyem-z-navarette-1000593/,,
Зеленський відповів на заборону США бити їхньою зброєю по РФ,11:01,/news/2024/05/17/7456223/,,
Нардепи і “силовики” заробляли на державних землях десятки мільйонів доларів – розслідування ЕП,10:55,https://www.epravda.com.ua/publications/2024/05/17/713801/,"Дана Гордійчук, Дмитро Дєнков",37970 переглядів
"Київ та ще 4 області будуть зі світлом до вечора: ДТЕК розповів, коли почне виключати",10:48,https://www.epravda.com.ua/news/2024/05/17/713808/,Артур Крижний,17531 перегляд
"Партнери не штовхають Україну на переговори з РФ, але це є в атмосфері світу – Зеленський",10:31,/news/2024/05/17/7456220/,,
Зеленський: Росіяни на Харківщині дійшли тільки до першої з трьох ліній фортифікацій,10:22,/news/2024/05/17/7456219/,,
Обленерго змінили тривалість обмежень: один з регіонів може впоратися без відключень,10:21,https://www.epravda.com.ua/news/2024/05/17/713807/,Артур Крижний,82872 перегляди
ЗМІ: Словацькі лікарі обговорять можливість транспортування пораненого Фіцо до Братислави,10:12,https://www.eurointegration.com.ua/news/2024/05/17/7186165/,Ірина Кутєлєва,
Honda інвестує 65 мільярдів доларів у розвиток технологій електромобілів,10:10,https://www.epravda.com.ua/news/2024/05/17/713806/,Анастасія Дячкіна,2307 переглядів
Частина сенаторів США підтримали застосування Україною американської зброї для ударів по РФ,10:09,https://www.eurointegration.com.ua/news/2024/05/17/7186162/,Ірина Кутєлєва,
Президент пояснив прорив кордону на Харківщині відсутністю ППО,10:08,/news/2024/05/17/7456213/,,
"фотоТелескоп ""Хаббл"" зазнімкував далеку галактику, окутану пилом: вона має яскраве біле ядро",10:03,https://life.pravda.com.ua/society/teleskop-habbl-pokazav-galaktiku-z-yaskravim-bilim-yadrom-301575/,,
"Зеленський: ЗСУ стабілізували росіян на Харківщині, ті просунулися до 10 км",10:01,/news/2024/05/17/7456210/,,
Tesla серед лідерів: які авто українці найчастіше приганяли з США,09:58,https://www.epravda.com.ua/news/2024/05/17/713805/,Анастасія Дячкіна,1730 переглядів
Прокуратура Словаччини наказала не розголошувати деталей розслідування щодо замаху на Фіцо,09:57,https://www.eurointegration.com.ua/news/2024/05/17/7186161/,Марія Ємець,
Орбан про стан Фіцо: На межі життя та смерті,09:54,/news/2024/05/17/7456208/,,
Австрія створює фонд на 500 млн євро для підтримки інвестицій в Україну,09:32,https://www.eurointegration.com.ua/news/2024/05/17/7186160/,Ірина Кутєлєва,
Підсумки тижня: ціни на нафту зросли на ознаках поліпшення світового попиту,09:28,https://www.epravda.com.ua/news/2024/05/17/713804/,Артур Крижний,835 переглядів
БоксКличко підтримає Усика в Саудівській Аравії,09:27,https://champion.com.ua/ukr/boxing/volodimir-klichko-vidvidaye-biy-oleksandra-usika-proti-taysona-f-yuri-v-riyadi-1000597/,,
До МЗС Литви викликали представника РФ через оголошення в розшук низки литовських політиків,09:07,https://www.eurointegration.com.ua/news/2024/05/17/7186159/,Ірина Кутєлєва,
На півночі Вовчанська захисники проводять зачистку і не дають ворогу закріпитись – Генштаб,08:57,/news/2024/05/17/7456201/,,
Глава МЗС Німеччини стурбована через дії Ізраїлю в Рафаху,08:52,https://www.eurointegration.com.ua/news/2024/05/17/7186158/,Ірина Кутєлєва,
"Ходжа-Сала. Історія про мрію, відчай і неймовірні краєвиди Криму",08:47,https://www.pravda.com.ua/articles/2024/05/17/7456151/,,
"фото, відеоСевастополь, Туапсе, Новоросійськ: окупанти переконують, що відбили атаку 108 українських БПЛА",08:45,/news/2024/05/17/7456197/,,
Пентагон: Україна може використовувати зброю від США лише в межах своєї території,08:20,https://www.eurointegration.com.ua/news/2024/05/17/7186156/,Ірина Кутєлєва,
Сили оборони знищили 2 російські літаки і гелікоптер − Генштаб,08:01,/news/2024/05/17/7456192/,,
У Туреччині провели масштабну антитерористичну операцію: 239 затриманих,07:49,https://www.eurointegration.com.ua/news/2024/05/17/7186155/,Ірина Кутєлєва,
"Повітряні сили вночі знищили усі 20 російських ""Шахедів"", вранці ППО працює на Одещині",07:36,/news/2024/05/17/7456190/,,
У Севастополі після нічної атаки скасували заняття у школах,07:22,/news/2024/05/17/7456189/,,
"хокейАвстрія здолала Фінляндію, Канада не мала проблем з Норвегією на чемпіонаті світу",07:11,https://champion.com.ua/ukr/ice-hockey/kanada-zdolala-norvegiyu-avstriya-u-neymovirnomu-matchi-obigrala-finlyandiyu-rezultati-chs-z-hokeyu-1000592/,,
"фото, доповненоУ Києві цієї ночі знесли ""храм-МАФ"" незаконно побудований у буферній зоні ЮНЕСКО",06:41,/news/2024/05/17/7456187/,,
"відеоБезпілотники в Туапсе атакували НПЗ, виникла пожежа",06:24,/news/2024/05/17/7456186/,,
В Бєлгородській області через атаку дрона загорілася АЗС,05:40,/news/2024/05/17/7456185/,,
ISW: Російські розвідувальні безпілотники можуть залітати у глибокий український тил,04:38,/news/2024/05/17/7456184/,,
відеоУ Новоросійську дрони і ракети атакували порт та нафтобазу,03:49,/news/2024/05/17/7456183/,,
БоксКоманда Усика поскаржилася на покриття рингу в Саудівській Аравії,03:38,https://champion.com.ua/ukr/boxing/komanda-usika-poskarzhilasya-na-pokrittya-ringu-v-saudivskiy-araviji-naperedodni-boyu-z-f-yuri-1000562/,,
"Республіканці в Конгресі ухвалили акт, який зобов'язує Байдена надати зброю Ізраїлю",02:49,/news/2024/05/17/7456182/,,
доповненоОкупаційна влада заявила про атаку БпЛА і морських дронів у Севастополі: частково зникло світло,01:42,/news/2024/05/17/7456177/,,
Генштаб: на Харківському напрямку Сили оборони відбили вісім атак окупантів,00:44,/news/2024/05/17/7456163/,,
"відео, фотоЗ'явилися супутникові знімки аеродрому Бельбек у Криму після ракетного удару",00:22,/news/2024/05/17/7456162/,,
БоксЛікар-дієтолог Усика: Зараз біологічний вік Олександра — 22 роки,00:18,https://champion.com.ua/ukr/boxing/likar-diyetolog-oleksandra-usika-rozpovila-detalnishe-pro-spivpracyu-z-nim-ta-shche-kilkoma-sportsmenami-1000444/,,
"ДоповненоУ Харкові повідомляють про влучання ""Шахедів"". Ворог атакував місто ракетами",23:56,/news/2024/05/16/7456161/,,
"""Формується абсолютно нова катастрофічна свідомість"": Розмова з дослідницею Тамарою Гундоровою",23:45,https://life.pravda.com.ua/culture/tamara-gundorova-pro-dekolonializm-301571/,,
"оновлюєтьсяУ повітряному просторі України зафіксували ""Шахеди"", в Харкові та Полтаві було чутно вибухи",23:38,/news/2024/05/16/7456158/,,
СПЕЦПРОЄКТЗелений перехід: коли українці пересядуть на електромобілі,,https://www.epravda.com.ua/cdn/cd1/2024/peresiadut_na_elektromobili/,,
"NYT пише, що деякі країни НАТО обговорюють відправлення військових інструкторів в Україну",23:36,/news/2024/05/16/7456160/,,
ЗМІ: G7 підтримає план ЄС щодо використання заморожених активів Росії,23:23,/news/2024/05/16/7456159/,,
"Новини економіки 16 травня: погодинні відключення світла, скандал із бронюванням працівників Glovo і Favbet",22:51,https://www.epravda.com.ua/news/2024/05/16/713800/,Економічна правда,4818 переглядів
"Вважався зниклим безвісти 25 років: в Алжирі знайшли чоловіка, якого викрав сусід",22:50,https://life.pravda.com.ua/society/ponad-25-rokiv-prosidiv-u-yami-z-sinom-v-alzhiri-znayshli-cholovika-yakiy-znik-bezvisti-301581/,,
"Міністр оборони Британії назвав вислання свого аташе з Росії ""відчайдушним кроком""",22:30,/news/2024/05/16/7456155/,,
"Шрі-Ланка хоче повернути найманців, які воюють на боці Росії проти України",22:18,/news/2024/05/16/7456153/,,
тестЩо ви знаєте про українські вишиванки та їхню історію,22:16,https://life.pravda.com.ua/culture/2024/05/16/248698/,,
На Львівщині погодинні відключення світла продовжили до 9:00 17 травня,21:50,https://www.epravda.com.ua/news/2024/05/16/713799/,Олексій Павлиш,10625 переглядів
За час зведення фортифікацій на Харківщині загинули 4 будівельника – ОВА,21:48,/news/2024/05/16/7456148/,,
ОновленоТопвійськовий НАТО: Наша допомога Україні не обов'язово зупиняє росіян,21:28,/news/2024/05/16/7456147/,,
Генштаб: На Харківському напрямку кількість атак зросла,21:15,/news/2024/05/16/7456146/,,
"У НАТО не знають, чи вже почала Росія свій літній наступ",21:05,/news/2024/05/16/7456145/,,
"У посадовця Кабміну знайшли майно в Дубаї на $330 тисяч – ""Схеми""",21:04,https://www.epravda.com.ua/news/2024/05/16/713796/,Олексій Павлиш,20622 перегляди
"У Glovo кажуть, що забронювали лише 10 співробітників",21:01,https://www.epravda.com.ua/news/2024/05/16/713798/,"Ігор Пилипів, Олексій Павлиш",7605 переглядів
У Нідерландах 29-річна жінка отримала дозвіл на евтаназію: вона страждає від психічних хвороб,20:53,https://life.pravda.com.ua/society/u-niderlandah-29-richna-zhinka-otrimala-dozvil-na-evtanaziyu-vona-strazhdaye-vid-psihichnih-hvorob-301579/,,
Австрія створює фонд з планом виділити понад €500 млн на інвестиції для України,20:50,https://www.epravda.com.ua/news/2024/05/16/713797/,Володимир Тунік-Фриз,1348 переглядів
МВФ почне новий перегляд програми для України за кілька тижнів,20:47,https://www.epravda.com.ua/news/2024/05/16/713795/,Олексій Павлиш,885 переглядів
"відеоБої за Вовчанськ. Фортифікації на Харківщині. Путін знову ""готовий до перемовин"" | ТОК-ШОУ УП",20:44,/news/2024/05/16/7456137/,,
Фермер з Канади знайшов на своєму полі гігантський шматок космічного сміття,20:37,https://life.pravda.com.ua/society/fermer-z-kanadi-viyaviv-na-poli-ulamki-raketi-spacex-301580/,,
Після підвищення температури ймовірно вдасться припинити відключення - Укренерго,20:36,https://www.epravda.com.ua/news/2024/05/16/713794/,Володимир Тунік-Фриз,5926 переглядів
велоспортАлафіліпп здобув впевнену перемогу на 12 етапі Джиро д'Італія,20:36,https://champion.com.ua/ukr/velosport/velogonshchik-zhyulian-alafilipp-vigrav-12-etap-dzhiri-d-italiya-1000559,,
"відео""Азов"" показав відео захоплення російських позицій у Серебрянському лісі на Луганщині",20:35,/news/2024/05/16/7456134/,,
"У НАТО не вірять, що Росія зможе зробити стратегічний прорив на Харківщині",20:30,/news/2024/05/16/7456132/,,
Кулеба: Мир у Європі пов'язаний з рішучістю союзників постачати Україні зброю,20:29,https://www.eurointegration.com.ua/news/2024/05/16/7186136/,Олег Павлюк,
На Волині вчителька висипала на голову школярці пачку чипсів: батьки звернулися до поліції,20:23,https://life.pravda.com.ua/society/na-volini-vchitelka-visipala-pachku-chipsiv-na-golovu-uchenici-detali-301578/,,
відеоЗеленський: Нам вдалося додати впевненості на напрямку Вовчанську,20:14,/news/2024/05/16/7456129/,,
"Поєднував службу з навчанням: яким був загиблий 21-річний бойовий медик ""Кузьма""",19:57,https://life.pravda.com.ua/society/pobratim-yakogo-nam-vzhe-ne-vistachaye-pid-chas-evakuaciji-zaginu-naymolodshiy-z-gospitalyeriv-301577/,,
"На кордоні з Молдовою завершили реконструкцію пункту пропуску ""Рені""",19:37,https://www.epravda.com.ua/news/2024/05/16/713792/,Володимир Тунік-Фриз,4397 переглядів
Музей Ханенків ризикнув привезти в Україну роботи голландських майстрів,19:36,https://life.pravda.com.ua/culture/gaaga-kijiv-vistavka-gollanskih-maystriv-u-muzeji-hanenkiv-foto-301574/,,
"""Укренерго"" визначила графіки відключень на п'ятницю",19:35,https://www.epravda.com.ua/news/2024/05/16/713791/,Олексій Павлиш,51263 перегляди
"США наклали санкції на росіян, які допомагали Москві отримувати зброю з КНДР",19:19,https://www.eurointegration.com.ua/news/2024/05/16/7186132/,Олег Павлюк,
Молдова 20 жовтня проведе референдум про вступ в ЄС,19:12,/news/2024/05/16/7456123/,,
У Favbet Tech пояснили підстави для бронювання 15 працівників IT-відділу,19:10,https://www.epravda.com.ua/news/2024/05/16/713786/,Анастасія Дячкіна,9805 переглядів
Коломойський не зміг через суд розірвати договори поруки за кредитами з НБУ,19:07,https://www.epravda.com.ua/news/2024/05/16/713790/,Олексій Павлиш,3929 переглядів
"На Нікопольщині росіяни пошкодили інфраструктурні об’єкти, зокрема енергетичний",19:07,/news/2024/05/16/7456115/,,
З’явилися ще 21 мільйон років тому. Вчені розгадали таємницю походження стародавніх баобабів,18:57,https://life.pravda.com.ua/society/vcheni-viyavili-shcho-baobabi-pohodyat-z-madagaskaru-a-ne-z-afriki-301573/,,
Україна і Польща невідкладно починають готувати безпекову угоду - Зеленський,18:30,/news/2024/05/16/7456113/,,
"АРМА розшукало у США $4 мільйона українця, які він маскував під гумдопомогу",18:30,https://www.epravda.com.ua/news/2024/05/16/713781/,Економічна правда,7666 переглядів
"Російські війська обстріляли Херсон, постраждало двоє людей",18:26,/news/2024/05/16/7456111/,,
"Програму ""єВідновлення"" можуть розширити для постраждалого бізнесу",18:24,https://www.epravda.com.ua/news/2024/05/16/713789/,Анастасія Дячкіна,535 переглядів
"Орбан засмутився, що через замах на Фіцо Угорщина тепер має ""боротись за мир"" наодинці",18:23,https://www.eurointegration.com.ua/news/2024/05/16/7186123/,Іванна Костіна,
Експорт ключового компоненту для пороху з Китаю до РФ різко зріс після початку великої війни в Україні – NHK,18:20,https://www.epravda.com.ua/news/2024/05/16/713788/,Олексій Павлиш,4240 переглядів
"Ахіллес з Харківщини: Росіянам треба було перевірити, як ми тут зарилися. Пріоритетом залишається Донеччина і Луганщина",18:18,https://www.pravda.com.ua/articles/2024/05/16/7456107/,,
Укрзалізниця передала два додаткових вагони для евакуації поранених,18:15,https://www.epravda.com.ua/news/2024/05/16/713785/,Економічна правда,1051 перегляд
Генштаб: Зараз найбільша активність ворога на Покровському напрямку,18:06,/news/2024/05/16/7456108/,,
На Prozorro.Продажі вперше продали біткоїн,18:00,https://www.epravda.com.ua/news/2024/05/16/713784/,Анастасія Дячкіна,1559 переглядів
Данія надає новий пакет військової допомоги Україні на €750 млн: в ньому ППО та артилерія,17:43,/news/2024/05/16/7456104/,,
"За два роки ЄБРР надав Україні 4 мільярда євро, підтримуючи енергосектор",17:42,https://www.epravda.com.ua/news/2024/05/16/713780/,Економічна правда,623 перегляди
Зеленський ветував закон про звільнення за неінформування про родичів у РФ і в окупації,17:17,https://www.epravda.com.ua/news/2024/05/16/713778/,Олексій Павлиш,46471 перегляд
"Перші ""теплокровні"" динозаври могли з’явитися 180 мільйонів років тому – вчені",16:56,https://life.pravda.com.ua/society/koli-dinozavri-stali-teplokrovnimi-tvarinami-vidpovid-vchenih-301572/,,
"Ребров оголосив список футболістів, які готуватимуться до Євро-2024",16:52,https://champion.com.ua/ukr/football/sergiy-rebrov-nazvav-futbolistiv-yaki-gotuvatimutsya-do-yevro-2024-1000545/?fbclid=IwZXh0bgNhZW0CMTAAAR31vAmlqVLogUPz9pcVp7fRrObhPxeff7Ee4hFRWA_VgkfdfMCv3sqaGSI_aem_AauFPg8qU2kDcQ7ugxeHWuk6wZRTCGsjEcLuT0ZHLvZJb2BkAneUA,,
"Вучич сумнівається, що балканські країни приєднаються до ЄС раніше за Україну",16:51,/news/2024/05/16/7456097/,,
відеоПрикордонники показали ексклюзивні кадри боїв за Вовчанськ,16:48,/news/2024/05/16/7456093/,,
З 16:00 знову застосовуються графіки стабілізаційних відключень – ДТЕК,16:46,https://www.epravda.com.ua/news/2024/05/16/713775/,Олексій Павлиш,18127 переглядів
Росіяни касетними боєприпасами обстріляли Вовчанську громаду: серед поранених очільник МВА,16:11,/news/2024/05/16/7456089/,,
Українського баскетболіста затримали при спробі незаконно перетнути кордон,16:10,https://champion.com.ua/ukr/basketball/basketbolista-kijiv-basketa-zaplotnickogo-zatrimali-pri-sprobi-peretnuti-kordon-1000549/,,
"відеоБійці ""Хартії"" відбили штурм окупантів у районі Липців на Харківщині",16:06,/news/2024/05/16/7456086/,,
"фотоДо Дня вишиванки ""Укрпошта"" випустила марки з елементами вишивок Харківщини та Криму",16:00,https://life.pravda.com.ua/society/ukrposhta-do-dnya-vishivanki-vipustila-novi-marki-foto-301570/,,
фотоНа Закарпатті при перевірці документів чоловік стріляв у поліціянта,15:53,/news/2024/05/16/7456084/,,
фотоНа Харківщині окупанти вбили двох жінок і поранили ще чотирьох людей,15:46,/news/2024/05/16/7456083/,,
"фото""Не піти було б соромно"": до ЗСУ мобілізувався відомий видавець",15:23,https://life.pravda.com.ua/culture/do-zsu-mobilizuvavsya-vidomiy-vidavec-ne-piti-bulo-b-soromno-301567/,,
Свириденко скасовує наказ про бронювання Glovo та Favbet,14:55,https://www.epravda.com.ua/news/2024/05/16/713767/,Артур Крижний,58793 перегляди
відеоВ Одесі люди в формі виволокли чоловіка з автобуса. У ТЦК розбираються,14:48,/news/2024/05/16/7456075/,,
Частина споруд колишнього монастиря Києво-Печерської лаври стане музеями,14:30,https://life.pravda.com.ua/culture/budivli-kiyevo-pecherskoji-lavri-stanut-muzeyami-foto-301568/,,
"Мінекономіки забронювало працівників Glovo, Visa та Favbet",14:27,https://www.epravda.com.ua/news/2024/05/16/713760/,Ігор Пилипів,19832 перегляди
"У ДПСУ пояснили, що зміниться для чоловіків при перетині кордону з 18 травня",14:25,/news/2024/05/16/7456073/,,
"фотоНа Херсонщині одна людина загинула, ще 4 поранені через російський авіаудар",14:17,/news/2024/05/16/7456072/,,
Гру про Чорнобильську зону Echo of Pripyat планують випустити влітку 2024 року,14:05,https://mezha.media/2024/05/16/echo-of-pripya/,,
Як проходитиме НМТ-2024 у разі аварійних відключень світла: пояснюють в УЦОЯО,14:00,https://life.pravda.com.ua/society/yak-vipuskniki-shkil-skladatimut-nmt-u-razi-vidklyuchen-svitla-poyasnyuye-ucoyao-301566/,,
Нинішні обмеження по електриці можуть тривати до серпня – Бойко,13:43,https://www.epravda.com.ua/news/2024/05/16/713759/,Анастасія Дячкіна,14380 переглядів
"ЗМІ: У Німеччині обшукують ультраправого політика, якого могла фінансувати Росія",13:37,/news/2024/05/16/7456068/,,
Зеленські в чорно-білих вишиванках привітали українців зі святом,13:37,https://tabloid.pravda.com.ua/focus/zelenski-v-chorno-bilih-vishivankah-privitali-ukrajinciv-zi-svyatom-foto-2004181/?fbclid=IwZXh0bgNhZW0CMTAAAR36mj-K5nVrYt2bxLD4877Bf3pHLndjalsA_3t4Lm5KIa7otozs8pVb6bQ_aem_Ab3MFqJo73IqgRZzQ2V9PsPuJmCHxbvGHambzXqomKOBsTVP,Марія  Ткаченко,перегляди
"Вчені виявили причину смертельних тромбів, пов'язаних із вакцинами J&J та AstraZeneca",13:35,https://life.pravda.com.ua/health/vcheni-viyavili-prichinu-trombiv-pov-yazanih-iz-vakcinami-johnson-johnson-ta-astrazeneca-301565/,,
"В Україні історичний розрив між експортом та імпортом, але ситуація краща, ніж рік тому",13:31,https://www.epravda.com.ua/weeklycharts/2024/05/16/713755/,"Економічна правда, ПРОЄКТ WEEKLY CHART",13898 переглядів
Окупанти вдарили по Донеччині: поранили 6 шахтарів,13:28,/news/2024/05/16/7456064/,,
"МВС: У північній частині Вовчанська армія РФ бере цивільних у полон, відомо про випадок розстрілу",13:19,/news/2024/05/16/7456062/,,
Мріє бути корисним в ЗСУ навіть на кріслі колісному: історія десантника з травмою хребта,13:19,https://life.pravda.com.ua/health/mriye-vchiti-biyciv-zbivati-droni-istoriya-desantnika-z-travmoyu-spini-301564/?fbclid=IwAR3Z4fkQp7dHsfwLEytKf8orP0do8pp89isv2B-xDZ4UFqD5s_GNP1f5Qqk,,
Перед війною РФ запустила в космос апарат із компонентами ядерної антисупутникової зброї  – WSJ,13:18,/news/2024/05/16/7456061/,,
"В Україні за час великої війни відкрили понад 2,6 тисячі іноземних компаній",13:09,https://www.epravda.com.ua/news/2024/05/16/713754/,Ігор Пилипів,1630 переглядів
"фото""Мене захищає людина у військовій формі"": українці запустили флешмоб у соцмережах",13:05,https://life.pravda.com.ua/society/mene-zahishchaye-lyudina-u-viyskoviy-formi-ukrajinci-publikuyut-dopisi-na-pidtrimku-viyskovih-301563/,,
відеоССО показали зачистку окупантів в одному з населених пунктів Харківщини,12:56,/news/2024/05/16/7456058/,,
"мапаВ Україні потеплішає, але подекуди пройдуть дощі",12:51,/news/2024/05/16/7456057/,,
Україна буде жити з дефіцитом електрики наступні два роки - експерт,12:44,https://www.epravda.com.ua/news/2024/05/16/713753/,Артур Крижний,16165 переглядів
Нападнику на Фіцо висунули звинувачення — ЗМІ,12:40,/news/2024/05/16/7456056/,,
"Зеленський провів Ставку у Харкові: ""Ситуація контрольована""",12:36,/news/2024/05/16/7456054/,,
В усіх областях України вимикають світло за графіками: більшу частину доби - дефіцит,12:31,https://www.epravda.com.ua/news/2024/05/16/713752/,Артур Крижний,15906 переглядів
"Китай і Росія наполягають на ""політичному"" вирішенні війни в Україні – Сі Цзіньпін",12:30,/news/2024/05/16/7456052/,,
фото Китай побудував перший у світі спеціалізований корабель-носій дронів − ЗМІ,12:16,/news/2024/05/16/7456051/,,
Генерації та імпорту хронічно не вистачає: у Yasno розповіли про поточний стан в енергетиці,11:54,https://www.epravda.com.ua/news/2024/05/16/713751/,Артур Крижний,20935 переглядів
Генштаб: ЗСУ зірвали плани Росії просунутися та закріпитися у міській забудові Вовчанська,11:52,/news/2024/05/16/7456049/,,
"""ГУРкіт"" знову потурбував російську оборонку: уражено об'єкт у Тулі – джерело",11:50,/news/2024/05/16/7456047/,,
Ілюзіоніста Копперфілда звинувачують у домаганнях 16 жінок: деякі з них могли бути неповнолітніми,11:42,https://life.pravda.com.ua/society/proti-devida-kopperfilda-16-zhinok-visunuli-zvinuvachennya-u-seksualnih-domagannyah-301562/,,
Через Prozorro у квітні оголосили закупівель на майже 79 мільярдів: на що планували спрямувати,11:27,https://www.epravda.com.ua/news/2024/05/16/713749/,Артур Крижний,1661 перегляд
"Замах на Фіцо: прем’єр у стабілізованому, але дуже важкому стані",11:11,/news/2024/05/16/7456044/,,
"ЄЦБ закликає банки прискорити вихід з Росії, щоб уникнути санкцій США – Bloomberg",10:55,https://www.epravda.com.ua/news/2024/05/16/713747/,,2250 переглядів
"День вишиванки: коли святкуємо, що почитати та як відзначати",10:53,https://life.pravda.com.ua/society/den-vishivanki-2024-istoriya-svyata-ta-privitannya-301525/,,
Мобілізація з 25 років може додати до ЗСУ приблизно 100 тисяч молодих бійців – джерела,10:50,/news/2024/05/16/7456043/,,
"фотоСБУ затримала студента, котрий допомагав росіянам готувати новий наступ на Харківщину",10:34,/news/2024/05/16/7456040/,,
Війна за ринок електромобілів: Євросоюз кидає виклик Китаю,10:34,https://www.epravda.com.ua/publications/2024/05/16/713734/,Олександр Колесніченко,21798 переглядів
футболМудрик не зіграє в останньому матчі сезону АПЛ через струс мозку,10:30,https://champion.com.ua/ukr/football/golovniy-trener-chelsi-maurisio-pochettino-rozpoviv-pro-stan-mihayla-mudrika-1000511/,,
У квітні попит на електрокари подвоївся: які регіони купляли найбільше авто,10:04,https://www.epravda.com.ua/news/2024/05/16/713744/,Артур Крижний,3774 перегляди
Макрон збирає нове засідання ради з оборони через заворушення в Новій Каледонії,10:03,https://www.eurointegration.com.ua/news/2024/05/16/7186082/,Ірина Кутєлєва,
Росія за добу вбила 1 та поранила 13 мешканців Харківщини,09:57,/news/2024/05/16/7456034/,,
"Армія ""дідів"". Хто сьогодні воює в ЗСУ і як намагаються омолодити військо",09:56,https://www.pravda.com.ua/articles/2024/05/16/7455980/,,
"ЗМІ: В уряді Угорщини брехали, називаючи велику російську кібератаку на МЗС вигадкою",09:51,https://www.eurointegration.com.ua/news/2024/05/16/7186081/,Марія Ємець,
"Росія заробляє мільярди, продаючи нафту в ЄС через Туреччину – Politico",09:47,https://www.epravda.com.ua/news/2024/05/16/713745/,Ігор Пилипів,12061 перегляд
"Обертається навколо зорі, що ""світитиме довше за Сонце"": вчені виявили нову планету",09:45,https://life.pravda.com.ua/society/vcheni-viyavili-planetu-yaka-obertayetsya-navkolo-karlikovoji-chervonoji-zori-detali-301557/,,
"баскетбол""Бостон"" Михайлюка здолав ""Клівленд"" та вийшов у фінал східної конференції НБА",09:29,https://champion.com.ua/ukr/basketball/rezultati-matchiv-pley-of-nba-dallas-peremig-oklahomu-boston-zdolav-klivlend-ta-viyshov-u-pivfinal-1000514/,,
"Прем'єрка Естонії каже, що поки не думає про роботу в структурах ЄС",09:29,https://www.eurointegration.com.ua/news/2024/05/16/7186079/,Ірина Кутєлєва,
Ціни на нафту зростають на тлі уповільнення інфляції в США та високого попиту,09:27,https://www.epravda.com.ua/news/2024/05/16/713743/,,872 перегляди
За минулу добу на Харківщині окупанти втратили 260 вояків і 40 одиниць техніки – Генштаб,09:25,/news/2024/05/16/7456021/,,
"У Німеччині правоохоронці провели рейд проти групи, яку підозрюють в підтримці ХАМАС",09:15,https://www.eurointegration.com.ua/news/2024/05/16/7186078/,Ірина Кутєлєва,
Росіяни убили двох цивільних на Донеччині,09:07,/news/2024/05/16/7456019/,,
У Сербії заявили про арешт через можливу загрозу для президента Вучича,09:06,https://www.eurointegration.com.ua/news/2024/05/16/7186077/,Марія Ємець,
Біля Роботиного втрат позицій ЗСУ недопущено – Генштаб,09:02,/news/2024/05/16/7456017/,,
"В уряді Німеччини назвали помилкою ухвалення закону про ""іноагентів"" у Грузії",08:50,https://www.eurointegration.com.ua/news/2024/05/16/7186076/,Ірина Кутєлєва,
оновлено Україною ширилася тривога: була загроза ударів балістикою,08:47,/news/2024/05/16/7456014/,,
Президент Португалії пояснив ситуацію із візитом Зеленського,08:37,https://www.eurointegration.com.ua/news/2024/05/16/7186075/,Ірина Кутєлєва,
Путін у Китаї обов’язково говоритиме про Україну − Пєсков,08:17,/news/2024/05/16/7456013/,,
"Мер Тбілісі невдоволений, що глави МЗС Литви, Естонії та Ісландії прийшли на акцію до парламенту",07:55,https://www.eurointegration.com.ua/news/2024/05/16/7186074/,Ірина Кутєлєва,
